Food,Sugar,Carbs,Calories,Fiber,Protein,Fat,Sodium,Risk_Score,Label
filet o fish mcdonalds,4.9,35.4,378.0,1.9,15.1,19.6,0.6,39.88818,Moderate
hand breaded chicken tenders carls jr,0.0,0.2,57.0,0.0,0.0,2.9,0.0,0.34670999999999996,Highly Recommended
grilled chicken sandwich wendys,0.0,0.0,370.0,0.0,0.0,8.0,0.0,0.4,Highly Recommended
sandwich with roast beef,0.0,44.3,410.0,0.0,28.6,13.0,0.8,47.682449999999996,Avoid
hamburger burger king,5.5,26.5,258.0,2.0,14.7,10.4,0.5,30.65055000000001,Moderate
big n tasty mcdonalds,8.8,38.5,524.0,3.2,24.7,31.7,0.7,47.278099999999995,Avoid
roast beef sandwich,5.7,33.1,364.0,1.9,22.6,15.3,1.0,39.57726,Moderate
roast beef sandwich with cheese,0.0,45.4,473.0,0.0,32.2,18.0,1.6,49.53713,Avoid
hamburger,5.8,28.7,255.0,1.7,12.9,9.9,0.5,35.882774999999995,Moderate
premium fish sandwich burger king,7.8,58.7,572.0,2.0,22.6,27.4,1.3,74.61946000000002,Avoid
whopper burger king,13.0,52.8,790.0,3.2,35.4,48.4,1.4,78.25079999999998,Avoid
sandwich with tuna salad,0.0,55.4,584.0,0.0,29.7,28.0,1.3,61.666039999999995,Avoid
original chicken sandwich burger king,6.0,52.2,569.0,4.8,24.2,29.2,1.3,42.76827,Moderate
double whopper burger king,13.2,51.4,942.0,5.2,52.1,58.6,1.1,65.06382,Avoid
premium crispy chicken club sandwich mcdonalds,12.7,57.4,635.0,3.0,39.1,29.9,1.2,81.62435,Avoid
hamburger mcdonalds,5.7,28.8,251.0,1.2,12.3,9.6,0.5,39.12932,Moderate
pepperoni pizza dominos,4.2,36.0,308.0,2.4,12.7,12.6,0.7,34.220200000000006,Moderate
sausage pizza,3.9,35.5,325.0,2.7,13.3,14.3,0.7,30.887625000000003,Moderate
pepperoni pizza,3.6,35.5,313.0,2.6,13.0,13.2,0.8,30.564724999999996,Moderate
pepperoni pizza pizza hut,3.5,30.3,269.0,1.6,12.3,10.9,0.8,31.455605000000006,Moderate
cheese pizza pizza hut,3.2,30.0,260.0,1.7,11.5,10.5,0.7,29.487,Moderate
cheese pizza,3.8,35.7,285.0,2.5,12.2,10.4,0.6,31.777175000000007,Moderate
cheese pizza dominos,4.3,35.9,278.0,2.4,11.7,9.7,0.6,34.10803,Moderate
meat vegetable pizza,5.1,34.5,332.0,3.0,15.0,14.8,0.8,31.416100000000007,Moderate
sucker raw,0.0,0.0,146.0,0.0,26.6,3.7,0.0,0.18500000000000003,Highly Recommended
northern pike raw,0.0,0.0,348.0,0.0,76.3,2.7,0.2,0.137,Highly Recommended
haddock cooked,0.0,0.0,135.0,0.0,30.0,0.8,0.4,0.04400000000000001,Highly Recommended
burbot cooked,0.0,0.0,104.0,0.0,22.3,0.9,0.1,0.046000000000000006,Highly Recommended
pollock cooked,0.0,0.0,356.0,0.0,75.3,3.8,0.3,0.193,Highly Recommended
rainbow smelt raw,0.0,0.0,27.0,0.0,5.0,0.7,0.019,0.03519,Highly Recommended
whitefish cooked,0.0,0.0,265.0,0.0,37.7,11.6,0.1,0.581,Highly Recommended
walleye pike raw,0.0,0.0,148.0,0.0,30.4,1.9,0.011,0.09511,Highly Recommended
carp cooked,0.0,0.0,275.0,0.0,38.9,12.2,0.1,0.611,Highly Recommended
wolffish cooked,0.0,0.0,293.0,0.0,53.4,7.3,0.3,0.368,Highly Recommended
snapper cooked,0.0,0.0,218.0,0.0,44.7,2.9,0.066,0.14565999999999998,Highly Recommended
roe cooked,0.0,0.5,58.0,0.0,8.1,2.3,0.055,0.6199,Highly Recommended
anchovy raw,0.0,0.0,37.0,0.0,5.8,1.4,0.012,0.07011999999999999,Highly Recommended
herring raw,0.0,0.0,291.0,0.0,33.0,16.6,0.2,0.8320000000000001,Highly Recommended
cod raw,0.0,0.0,189.0,0.0,41.1,1.5,0.1,0.07600000000000001,Highly Recommended
tilapia raw,0.0,0.0,111.0,0.0,23.3,2.0,0.009,0.10009000000000001,Highly Recommended
whiting cooked,0.0,0.0,84.0,0.0,16.9,1.2,0.018,0.06018,Highly Recommended
skipjack tuna cooked,0.0,0.0,407.0,0.0,86.9,4.0,0.1,0.201,Highly Recommended
salmon cooked,0.0,0.0,733.0,0.0,78.7,44.0,0.2,2.202,Recommended
chum salmon cooked,0.0,0.0,474.0,0.0,79.5,14.9,0.2,0.7470000000000001,Highly Recommended
american shad cooked,0.0,0.0,363.0,0.0,31.3,25.4,0.043,1.27043,Highly Recommended
shark cooked,0.0,1.8,65.0,0.0,5.3,3.9,0.068,2.01323,Recommended
trout cooked,0.0,0.0,118.0,0.0,16.5,5.3,0.027,0.26527,Highly Recommended
swordfish raw,0.0,0.0,196.0,0.0,26.7,9.0,0.1,0.451,Highly Recommended
rainbow trout cooked,0.0,0.0,119.0,0.0,16.9,5.2,0.041,0.26041000000000003,Highly Recommended
fish sandwich with cheese,4.9,35.4,374.0,0.0,15.1,19.6,0.6,53.07194,Avoid
jellyfish dried,0.0,0.0,21.0,0.0,3.2,0.8,5.6,0.096,Highly Recommended
mullet raw,0.0,0.0,139.0,0.0,23.0,4.5,0.098,0.22598000000000001,Highly Recommended
halibut cooked,0.0,0.0,353.0,0.0,71.7,5.1,0.3,0.258,Highly Recommended
lingcod raw,0.0,0.0,213.0,0.0,44.2,2.7,0.1,0.136,Highly Recommended
orange roughy cooked,0.0,0.0,30.0,0.0,6.4,0.3,0.079,0.01579,Highly Recommended
cisco raw,0.0,0.0,77.0,0.0,15.0,1.5,0.042,0.07542000000000001,Highly Recommended
florida pompano cooked,0.0,0.0,186.0,0.0,20.8,10.7,0.05,0.5355,Highly Recommended
snapper raw,0.0,0.0,218.0,0.0,44.7,2.9,0.1,0.146,Highly Recommended
fish sandwich,7.8,58.7,565.0,0.0,22.6,27.4,1.3,88.457825,Avoid
haddock raw,0.0,0.0,143.0,0.0,31.5,0.9,0.4,0.049,Highly Recommended
ocean perch raw,0.0,0.0,51.0,0.0,9.8,1.0,0.2,0.052000000000000005,Highly Recommended
cuttlefish cooked,0.0,0.5,45.0,0.0,9.2,0.4,0.2,0.525375,Highly Recommended
cod cooked,0.0,0.0,189.0,0.0,41.1,1.5,0.1,0.07600000000000001,Highly Recommended
seatrout raw,0.0,0.0,248.0,0.0,39.8,8.6,0.1,0.431,Highly Recommended
flounder raw,0.0,0.0,114.0,0.0,20.2,3.1,0.5,0.16000000000000003,Highly Recommended
spot cooked,0.0,0.0,79.0,0.0,11.9,3.1,0.022,0.15522000000000002,Highly Recommended
walleye pike cooked,0.0,0.0,148.0,0.0,30.4,1.9,0.069,0.09569,Highly Recommended
perch raw,0.0,0.0,55.0,0.0,11.6,0.6,0.037,0.030369999999999998,Highly Recommended
pumpkin seed sunfish raw,0.0,0.0,43.0,0.0,9.3,0.3,0.06,0.0156,Highly Recommended
salt mackerel,0.0,0.0,415.0,0.0,25.2,34.1,6.1,1.766,Highly Recommended
mackerel cooked,0.0,0.0,231.0,0.0,21.0,15.7,0.064,0.78564,Highly Recommended
tilapia cooked,0.0,0.0,111.0,0.0,22.8,2.3,0.011,0.11510999999999999,Highly Recommended
drum raw,0.0,0.0,236.0,0.0,34.7,9.8,0.1,0.49100000000000005,Highly Recommended
atlantic croaker fried,0.0,6.6,192.0,0.3,15.8,11.0,0.3,5.84308,Recommended
pumpkin seed sunfish cooked,0.0,0.0,42.0,0.0,9.2,0.3,0.046,0.01546,Highly Recommended
wolffish raw,0.0,0.0,294.0,0.0,53.6,7.3,0.3,0.368,Highly Recommended
bluefin tuna cooked,0.0,0.0,276.0,0.0,44.9,9.4,0.02,0.4702,Highly Recommended
scup cooked,0.0,0.0,68.0,0.0,12.1,1.8,0.061,0.09061000000000001,Highly Recommended
herring cooked,0.0,0.0,290.0,0.0,32.9,16.6,0.2,0.8320000000000001,Highly Recommended
bluefish raw,0.0,0.0,186.0,0.0,30.1,6.4,0.028,0.32028000000000006,Highly Recommended
sheepshead cooked,0.0,0.0,234.0,0.0,48.4,3.0,0.1,0.15100000000000002,Highly Recommended
bass cooked,0.0,0.0,91.0,0.0,15.0,2.9,0.078,0.14578,Highly Recommended
pout cooked,0.0,0.0,279.0,0.0,58.4,3.2,0.2,0.16200000000000003,Highly Recommended
chinook salmon raw,0.0,0.0,709.0,0.0,78.9,41.3,0.2,2.0669999999999997,Recommended
rockfish raw,0.0,0.0,172.0,0.0,35.1,2.6,0.1,0.131,Highly Recommended
tilefish raw,0.0,0.0,371.0,0.0,67.6,8.9,0.2,0.44700000000000006,Highly Recommended
scup raw,0.0,0.0,174.0,0.0,31.3,4.5,0.082,0.22582,Highly Recommended
sablefish cooked,0.0,0.0,755.0,0.0,51.9,59.3,0.2,2.9669999999999996,Recommended
tuna salad,0.0,19.3,383.0,0.0,32.9,19.0,0.8,21.366785,Moderate
coho salmon cooked,0.0,0.0,255.0,0.0,34.7,11.8,0.06,0.5906000000000001,Highly Recommended
roe raw,0.0,0.2,20.0,0.0,3.1,0.9,0.052,0.24612,Highly Recommended
sea bass raw,0.0,0.0,125.0,0.0,23.8,2.6,0.084,0.13084,Highly Recommended
pink salmon cooked,0.0,0.0,349.0,0.0,56.0,12.0,0.2,0.6020000000000001,Highly Recommended
sockeye salmon cooked,0.0,0.0,493.0,0.0,82.1,17.3,0.3,0.8680000000000001,Highly Recommended
whitefish raw,0.0,0.0,265.0,0.0,37.8,11.6,0.1,0.581,Highly Recommended
greenland halibut cooked,0.0,0.0,760.0,0.0,58.6,56.4,0.3,2.8230000000000004,Recommended
northern pike cooked,0.0,0.0,350.0,0.0,76.5,2.7,0.2,0.137,Highly Recommended
salmon raw,0.0,0.0,824.0,0.0,80.9,53.1,0.2,2.657,Recommended
turbot cooked,0.0,0.0,388.0,0.0,65.4,12.0,0.6,0.6060000000000001,Highly Recommended
surimi,0.0,1.9,28.0,0.0,4.3,0.3,0.042,1.9234,Highly Recommended
chinook salmon cooked,0.0,0.0,711.0,0.0,79.2,41.2,0.2,2.062,Recommended
mullet cooked,0.0,0.0,140.0,0.0,23.1,4.5,0.001,0.22501000000000002,Highly Recommended
chum salmon raw,0.0,0.0,3.0,0.0,0.6,0.1,0.029,0.005290000000000001,Highly Recommended
butterfish raw,0.0,0.0,47.0,0.0,5.5,2.6,0.072,0.13072,Highly Recommended
sea bass cooked,0.0,0.0,125.0,0.0,23.9,2.6,0.058,0.13058,Highly Recommended
greenland halibut raw,0.0,0.0,759.0,0.0,58.6,56.5,0.3,2.8280000000000003,Recommended
halibut raw,0.0,0.0,371.0,0.0,75.7,5.4,0.3,0.273,Highly Recommended
sturgeon cooked,0.0,0.0,184.0,0.0,28.2,7.0,0.019,0.35019000000000006,Highly Recommended
fish fillet fried,0.0,15.4,211.0,0.5,13.3,11.2,0.5,13.952410000000002,Moderate
rainbow trout raw,0.0,0.0,111.0,0.0,15.8,4.9,0.022,0.24522000000000002,Highly Recommended
pout raw,0.0,0.0,278.0,0.0,58.6,3.2,0.2,0.16200000000000003,Highly Recommended
rainbow smelt cooked,0.0,0.0,35.0,0.0,6.4,0.9,0.047,0.045470000000000003,Highly Recommended
monkfish raw,0.0,0.0,22.0,0.0,4.1,0.4,0.059,0.020590000000000004,Highly Recommended
trout raw,0.0,0.0,117.0,0.0,16.4,5.2,0.051,0.26051,Highly Recommended
shark raw,0.0,0.0,37.0,0.0,5.9,1.3,0.003,0.06503,Highly Recommended
burbot raw,0.0,0.0,104.0,0.0,22.4,0.9,0.1,0.046000000000000006,Highly Recommended
dolphinfish cooked,0.0,0.0,173.0,0.0,37.7,1.4,0.2,0.072,Highly Recommended
crayfish cooked,0.0,0.0,25.0,0.0,5.0,0.4,0.058,0.020580000000000005,Highly Recommended
dolphinfish raw,0.0,0.0,173.0,0.0,37.7,1.4,0.2,0.072,Highly Recommended
perch cooked,0.0,0.0,54.0,0.0,11.4,0.5,0.043,0.02543,Highly Recommended
cusk raw,0.0,0.0,106.0,0.0,23.2,0.8,0.086,0.04086000000000001,Highly Recommended
bluefin tuna raw,0.0,0.0,41.0,0.0,6.6,1.4,0.013,0.07013,Highly Recommended
milkfish cooked,0.0,0.0,54.0,0.0,7.4,2.4,0.076,0.12075999999999999,Highly Recommended
carp raw,0.0,0.0,277.0,0.0,38.9,12.2,0.1,0.611,Highly Recommended
sturgeon raw,0.0,0.0,30.0,0.0,4.6,1.1,0.007,0.05507000000000001,Highly Recommended
orange roughy raw,0.0,0.0,22.0,0.0,4.6,0.2,0.063,0.010630000000000002,Highly Recommended
catfish fried,0.0,7.0,199.0,0.6,15.7,11.6,0.2,4.7909500000000005,Recommended
cuttlefish raw,0.0,0.2,22.0,0.0,4.6,0.2,0.1,0.21166000000000001,Highly Recommended
bass raw,0.0,0.0,90.0,0.0,14.9,2.9,0.055,0.14554999999999998,Highly Recommended
flounder cooked,0.0,0.0,109.0,0.0,19.4,3.0,0.5,0.15500000000000003,Highly Recommended
milkfish raw,0.0,0.0,42.0,0.0,5.8,1.9,0.098,0.09598,Highly Recommended
eel raw,0.0,0.0,375.0,0.0,37.6,23.8,0.1,1.191,Highly Recommended
catfish raw,0.0,0.0,189.0,0.0,24.2,9.4,0.2,0.47200000000000003,Highly Recommended
fish sticks,0.5,6.1,78.0,0.4,3.1,4.5,0.1,5.117369999999999,Recommended
coho salmon raw,0.0,0.0,254.0,0.0,33.8,12.2,0.054,0.61054,Highly Recommended
monkfish cooked,0.0,0.0,27.0,0.0,5.3,0.6,0.004,0.030039999999999997,Highly Recommended
yellowtail cooked,0.0,0.0,546.0,0.0,86.6,19.6,0.1,0.9810000000000001,Highly Recommended
yellowfin tuna cooked,0.0,0.0,37.0,0.0,8.2,0.2,0.011,0.010110000000000003,Highly Recommended
ling cooked,0.0,0.0,168.0,0.0,36.8,1.2,0.3,0.063,Highly Recommended
eel cooked,0.0,0.0,67.0,0.0,6.7,4.2,0.069,0.21069000000000002,Highly Recommended
sablefish raw,0.0,0.0,753.0,0.0,51.8,59.1,0.2,2.957,Recommended
salmon nuggets,0.0,4.0,60.0,0.0,3.6,3.3,0.005,4.2010499999999995,Recommended
yellowtail raw,0.0,0.0,546.0,0.0,86.5,19.6,0.1,0.9810000000000001,Highly Recommended
butterfish cooked,0.0,0.0,47.0,0.0,5.5,2.6,0.042,0.13042,Highly Recommended
caviar,0.0,0.6,42.0,0.0,3.9,2.9,0.2,0.75078,Highly Recommended
pollock raw,0.0,0.0,355.0,0.0,75.0,3.8,0.3,0.193,Highly Recommended
catfish cooked,0.0,0.0,206.0,0.0,26.4,10.3,0.2,0.517,Highly Recommended
whiting raw,0.0,0.0,83.0,0.0,16.8,1.2,0.016,0.06016,Highly Recommended
pink salmon raw,0.0,0.0,404.0,0.0,65.2,14.0,0.2,0.7020000000000001,Highly Recommended
yellowfin tuna raw,0.0,0.0,31.0,0.0,6.9,0.1,0.049,0.005490000000000001,Highly Recommended
mackerel raw,0.0,0.0,230.0,0.0,20.8,15.6,0.1,0.781,Highly Recommended
turbot raw,0.0,0.0,388.0,0.0,65.5,12.0,0.6,0.6060000000000001,Highly Recommended
cusk cooked,0.0,0.0,106.0,0.0,23.1,0.8,0.047,0.040470000000000006,Highly Recommended
atlantic croaker raw,0.0,0.0,82.0,0.0,14.0,2.5,0.014,0.12514,Highly Recommended
sucker cooked,0.0,0.0,148.0,0.0,26.6,3.7,0.019,0.18519000000000002,Highly Recommended
spot raw,0.0,0.0,79.0,0.0,11.8,3.1,0.022,0.15522000000000002,Highly Recommended
drum cooked,0.0,0.0,236.0,0.0,34.6,9.7,0.1,0.486,Highly Recommended
crayfish raw,0.0,0.0,3.0,0.0,0.6,0.048,0.024,0.0026400000000000004,Highly Recommended
tilefish cooked,0.0,0.0,441.0,0.0,73.5,14.1,0.2,0.7070000000000001,Highly Recommended
bluefish cooked,0.0,0.0,186.0,0.0,30.1,6.4,0.045,0.32045000000000007,Highly Recommended
grouper cooked,0.0,0.0,238.0,0.0,50.2,2.6,0.1,0.131,Highly Recommended
sheepshead raw,0.0,0.0,257.0,0.0,48.1,5.7,0.2,0.28700000000000003,Highly Recommended
herring kippered,0.0,0.0,87.0,0.0,9.8,4.9,0.4,0.24900000000000003,Highly Recommended
grouper raw,0.0,0.0,238.0,0.0,50.2,2.6,0.1,0.131,Highly Recommended
ocean perch cooked,0.0,0.0,48.0,0.0,9.3,0.9,0.2,0.04700000000000001,Highly Recommended
ling raw,0.0,0.0,168.0,0.0,36.7,1.2,0.3,0.063,Highly Recommended
lingcod cooked,0.0,0.0,329.0,0.0,68.4,4.1,0.2,0.207,Highly Recommended
florida pompano raw,0.0,0.0,184.0,0.0,20.7,10.6,0.081,0.53081,Highly Recommended
rockfish cooked,0.0,0.0,162.0,0.0,33.1,2.4,0.1,0.121,Highly Recommended
seatrout cooked,0.0,0.0,247.0,0.0,39.9,8.6,0.1,0.431,Highly Recommended
sockeye salmon raw,0.0,0.0,562.0,0.0,84.4,22.2,0.4,1.114,Highly Recommended
swordfish cooked,0.0,0.0,182.0,0.0,24.9,8.4,0.1,0.42100000000000004,Highly Recommended
american shad raw,0.0,0.0,362.0,0.0,31.2,25.3,0.001,1.2650100000000002,Highly Recommended
sardine canned in oil,0.0,0.0,310.0,0.0,36.7,17.1,0.5,0.8600000000000001,Highly Recommended
anchovy canned in oil,0.0,0.0,8.0,0.0,1.2,0.4,0.1,0.021000000000000005,Highly Recommended
salmon canned,0.0,0.0,520.0,0.0,79.1,20.3,1.8,1.0330000000000001,Highly Recommended
sardines in tomato sauce canned,0.4,0.5,165.0,0.009,18.6,9.3,0.4,2.118825,Recommended
sockeye salmon canned,0.0,0.0,563.0,0.0,79.5,24.9,1.4,1.2590000000000001,Highly Recommended
tuna canned,0.0,0.0,102.0,0.0,18.9,2.4,0.3,0.123,Highly Recommended
pink salmon canned,0.0,0.0,530.0,0.0,80.9,20.4,1.7,1.037,Highly Recommended
cod canned,0.0,0.0,328.0,0.0,71.0,2.7,0.7,0.14200000000000002,Highly Recommended
eastern oyster canned,0.0,6.3,110.0,0.0,11.4,4.0,0.2,6.60595,Recommended
chum salmon canned,0.0,0.0,520.0,0.0,79.1,20.3,0.3,1.018,Highly Recommended
tuna canned in oil,0.0,0.0,331.0,0.0,47.2,14.4,0.7,0.7270000000000001,Highly Recommended
wild pink salmon oceans,0.0,0.0,320.0,0.0,0.0,16.0,0.0,0.8,Highly Recommended
shrimp canned,0.0,0.0,128.0,0.0,26.1,1.7,1.1,0.096,Highly Recommended
alaska king crab raw,0.0,0.0,144.0,0.0,31.5,1.0,1.4,0.064,Highly Recommended
scallops fried,0.0,6.4,64.0,0.0,2.6,3.2,0.2,6.62344,Recommended
shrimp cooked,0.0,0.013,7.0,0.0,1.3,0.092,0.012,0.01773365,Highly Recommended
clams fried,0.0,1.0,19.0,0.0,1.3,1.0,0.068,1.05353,Highly Recommended
alaska king crab cooked,0.0,0.0,130.0,0.0,25.9,2.1,1.4,0.11900000000000001,Highly Recommended
scallops cooked,0.0,0.5,11.0,0.0,2.1,0.058,0.06,0.504325,Highly Recommended
squid fried,0.0,6.2,140.0,0.0,14.4,6.0,0.2,6.6322,Recommended
oyster raw,0.0,2.5,41.0,0.0,4.7,1.2,0.059,2.575965,Recommended
abalone,0.0,5.1,89.0,0.0,14.5,0.6,0.3,5.201085,Recommended
queen crab raw,0.0,0.0,25.0,0.0,5.2,0.3,0.2,0.017,Highly Recommended
whelk cooked,0.0,4.4,78.0,0.0,13.5,0.2,0.1,4.46248,Recommended
oyster cooked,0.0,2.5,41.0,0.0,4.7,1.2,0.066,2.576035,Recommended
eastern oyster cooked,0.0,0.7,8.0,0.0,0.7,0.2,0.038,0.71122,Highly Recommended
blue mussels cooked,0.0,14.8,344.0,0.0,47.6,9.0,0.7,16.020680000000002,Moderate
octopus raw,0.0,0.6,23.0,0.0,4.2,0.3,0.064,0.61771,Highly Recommended
spiny lobster cooked,0.0,5.1,233.0,0.0,43.0,3.2,0.4,5.442244999999999,Recommended
blue mussels raw,0.0,5.5,129.0,0.0,17.9,3.4,0.4,5.780424999999999,Recommended
queen crab cooked,0.0,0.0,98.0,0.0,20.2,1.3,0.6,0.07100000000000001,Highly Recommended
dungeness crab cooked,0.0,1.2,140.0,0.0,28.3,1.6,0.5,1.3102,Highly Recommended
dungeness crab raw,0.0,1.2,140.0,0.0,28.4,1.6,0.5,1.3102,Highly Recommended
shrimp fried,0.086,4.8,52.0,0.1,1.3,3.2,0.2,4.58974,Recommended
shrimp raw,0.0,0.041,4.0,0.0,0.7,0.023,0.083,0.0430046,Highly Recommended
blue crab cooked,0.0,0.0,71.0,0.0,15.2,0.6,0.3,0.033,Highly Recommended
shrimp imitation,0.0,2.6,29.0,0.0,3.5,0.4,0.2,2.63331,Recommended
conch baked,0.0,2.2,165.0,0.0,33.4,1.5,0.2,2.3314500000000002,Recommended
squid raw,0.0,0.9,26.0,0.0,4.4,0.4,0.09,0.9244100000000001,Highly Recommended
scallop raw,0.0,0.5,10.0,0.0,1.8,0.091,0.057,0.50587,Highly Recommended
lobster raw,0.0,0.0,116.0,0.0,24.8,1.1,0.6,0.061000000000000006,Highly Recommended
scallop imitation,0.0,3.0,28.0,0.0,3.6,0.1,0.2,3.0195999999999996,Recommended
blue crab raw,0.0,0.018,18.0,0.0,3.8,0.2,0.079,0.0288386,Highly Recommended
whelk raw,0.0,2.2,39.0,0.0,6.7,0.1,0.073,2.2186,Recommended
spiny lobster raw,0.0,5.1,234.0,0.0,43.1,3.2,0.4,5.443009999999999,Recommended
clams canned,0.0,9.4,227.0,0.0,38.8,2.5,0.2,9.84707,Moderate
lobster cooked,0.0,0.0,134.0,0.0,28.5,1.3,0.7,0.07200000000000001,Highly Recommended
eastern oyster fried,0.0,1.7,29.0,0.0,1.3,1.8,0.015,1.7975450000000002,Highly Recommended
clams raw,0.0,8.1,195.0,0.0,33.3,2.2,1.4,8.460924999999998,Moderate
octopus cooked,0.0,3.7,139.0,0.0,25.3,1.8,0.4,3.871145,Recommended
eastern oyster raw,0.0,0.8,8.0,0.0,0.7,0.2,0.021,0.8111700000000001,Highly Recommended
oyster fried,0.0,6.7,61.0,0.0,2.1,3.0,0.1,6.912305000000001,Recommended
sturgeon smoked,0.0,0.0,49.0,0.0,8.8,1.2,0.2,0.062,Highly Recommended
chinook salmon smoked,0.0,0.0,159.0,0.0,24.9,5.9,1.1,0.30600000000000005,Highly Recommended
cisco smoked,0.0,0.0,50.0,0.0,4.6,3.4,0.1,0.171,Highly Recommended
haddock smoked,0.0,0.0,33.0,0.0,7.1,0.3,0.2,0.017,Highly Recommended
whitefish smoked,0.0,0.0,147.0,0.0,31.8,1.3,1.4,0.079,Highly Recommended
red salmon sockeye filets smoked,0.0,0.0,373.0,0.0,65.5,12.3,0.065,0.6156500000000001,Highly Recommended
nectarine,11.8,15.8,66.0,2.6,1.6,0.5,0.0,33.31142,Moderate
kiwifruit gold,10.0,12.8,51.0,1.1,0.8,0.2,0.046,35.26338,Moderate
prickly pear raw,0.2,1.9,8.0,1.0,0.001,0.072,0.065,-2.88347,Highly Recommended
pineapple,8.9,11.8,45.0,1.3,0.5,0.1,0.099,29.550640000000005,Moderate
rowan,32.1,54.5,253.0,14.1,5.2,4.6,0.083,55.10410500000001,Avoid
muscadine grapes,0.0,0.8,3.0,0.2,0.014,0.056,0.024,-0.19659999999999989,Highly Recommended
heidelbeeren jutro,0.0,0.4,17.0,0.0,0.0,0.2,0.0,0.41102000000000005,Highly Recommended
prunes stewed,0.0,83.2,316.0,0.0,3.4,0.7,0.039,87.17907,Avoid
tangerine,8.0,10.1,40.0,1.4,0.6,0.2,0.056,24.441160000000004,Moderate
prunes,0.0,62.3,237.0,0.0,2.6,0.5,0.076,64.540525,Avoid
lemon peel,0.054,0.3,1.0,0.2,0.032,0.002,0.028,-0.6428750000000001,Highly Recommended
banana,18.3,34.3,134.0,3.9,1.6,0.5,0.055,62.80998,Avoid
raspberries,0.4,1.2,5.0,0.7,0.1,0.034,0.054,-1.8768599999999998,Highly Recommended
apricot,3.2,3.9,17.0,0.7,0.5,0.1,0.02,8.650144999999998,Moderate
strawberry guava,0.0,1.0,4.0,0.3,0.01,0.008,0.059,-0.49841,Highly Recommended
kiwifruit green,6.2,10.1,42.0,2.1,0.8,0.4,0.096,14.189589999999997,Moderate
figs,8.1,9.6,37.0,1.5,0.4,0.2,0.049,23.538770000000003,Moderate
clementine,6.8,8.9,35.0,1.3,0.6,0.1,0.044,20.317165,Moderate
orange,17.2,21.6,86.0,4.4,1.7,0.2,0.0,42.90864,Moderate
bartlett pear,17.2,26.6,112.0,5.5,0.7,0.3,0.047,40.437349999999995,Moderate
red white currants,8.3,15.5,63.0,4.8,1.6,0.2,0.056,7.197035,Recommended
blueberries,14.7,21.4,84.0,3.6,1.1,0.5,0.015,40.774789999999996,Moderate
mulberries,1.2,1.5,6.0,0.3,0.2,0.049,0.021,3.0190099999999997,Recommended
java plum,0.0,0.5,2.0,0.0,0.034,0.029,0.063,0.50223,Highly Recommended
prune puree,7.0,11.7,46.0,0.6,0.4,0.02,0.036,28.612090000000002,Moderate
applesauce,22.9,27.5,102.0,2.7,0.4,0.2,0.031,77.86605999999999,Avoid
blackberries raw,7.0,13.8,62.0,7.6,2.0,0.7,0.05,-16.686159999999997,Highly Recommended
plum,6.5,7.5,30.0,0.9,0.5,0.2,0.0,20.78875,Moderate
american grapes,0.4,0.4,2.0,0.09,0.035,0.087,0.056,0.9795300000000001,Highly Recommended
peach,12.6,14.3,59.0,2.3,1.4,0.4,0.0,36.261555,Moderate
honeydew melon,14.4,16.1,64.0,1.4,1.0,0.2,0.062,49.73518,Avoid
yellow plantain fried,36.8,68.9,399.0,5.4,2.4,12.7,0.079,146.52945499999998,Avoid
rose hips,3.3,48.5,206.0,30.6,2.0,0.4,0.035,-99.516,Highly Recommended
lemons,1.5,5.4,17.0,1.6,0.6,0.2,0.045,-1.0007800000000007,Highly Recommended
lime,1.1,7.1,20.0,1.9,0.5,0.1,0.082,-1.217880000000001,Highly Recommended
pomegranate,19.3,26.4,117.0,5.6,2.4,1.6,0.042,45.92374,Avoid
gooseberries,0.0,15.3,66.0,6.5,1.3,0.9,0.074,-17.002789999999997,Highly Recommended
asian pear,8.6,13.0,51.0,4.4,0.6,0.3,0.0,8.33445,Moderate
abiyuch,19.5,40.1,157.0,12.1,3.4,0.2,0.093,15.460284999999999,Moderate
horned melon kiwano,0.0,15.8,92.0,0.0,3.7,2.6,0.095,16.148989999999998,Moderate
fruit walnut salad mcdonalds,32.9,43.8,312.0,0.0,4.8,13.3,0.017,145.21500999999998,Avoid
grapefruit,8.6,13.3,53.0,2.0,1.0,0.2,0.0,25.315735000000004,Moderate
japanese persimmon,21.1,31.2,118.0,6.0,1.0,0.3,0.067,53.367909999999995,Avoid
wild raspberries,7.2,18.0,81.0,9.8,1.5,0.4,0.09,-23.200400000000005,Highly Recommended
pink lady apple,0.0,3.9,18.0,0.0,0.1,0.1,0.0,3.91553,Recommended
maraschino cherries,1.9,2.1,8.0,0.2,0.06,0.083,0.072,6.41739,Recommended
black currants,0.0,17.2,71.0,0.0,1.6,0.5,0.075,17.408929999999998,Moderate
plantain cooked,21.6,48.0,179.0,3.5,1.2,0.3,0.079,89.77958999999998,Avoid
crab apple,0.0,21.9,84.0,0.0,0.4,0.3,0.03,22.191239999999997,Moderate
pom potes materne,0.068,0.2,19.0,0.0,0.0,0.2,0.0,0.41457000000000005,Highly Recommended
apple,18.9,25.1,95.0,4.4,0.5,0.3,0.062,51.59329499999999,Avoid
cantaloupe melon,13.9,14.4,60.0,1.6,1.5,0.3,0.087,45.125470000000014,Avoid
